1,1,209.0,252.0,92.0,39.0,1,1,0.0
1,2,123.0,340.0,131.0,54.0,1,1,1.0
1,3,735.0,269.0,69.0,36.0,1,1,1.0
2,1,209.0,252.0,92.0,39.10000000000002,1,1,0.0
2,2,100.0,344.0,133.0,54.0,1,1,1.0
2,3,722.0,271.0,70.0,37.0,1,1,1.0
3,1,209.0,252.1,92.0,39.00000000000003,1,1,0.0
3,2,75.0,347.0,135.0,55.0,1,1,1.0
3,3,708.0,273.0,71.0,37.0,1,1,1.0
4,1,209.0,252.1,92.0,39.099999999999994,1,1,0.0
4,2,50.0,351.0,139.0,56.0,1,1,1.0
4,3,694.0,275.0,72.0,38.0,1,1,1.0
5,1,209.0,252.1,92.0,39.099999999999994,1,1,1.0
5,2,23.0,355.0,141.0,56.0,1,1,1.0
5,3,680.0,277.0,74.0,39.0,1,1,1.0
6,1,209.0,252.2,92.0,39.10000000000002,1,1,1.0
6,2,0.0,359.0,141.0,57.0,1,1,1.0
6,3,666.0,279.0,76.0,40.0,1,1,1.0
7,1,209.0,252.2,92.0,39.10000000000002,1,1,1.0
7,2,0.0,362.0,116.0,55.0,1,1,1.0
7,3,651.0,281.0,78.0,41.0,1,1,1.0
8,1,209.0,252.2,92.0,39.19999999999999,1,1,1.0
8,2,0.0,366.0,94.0,55.0,1,1,1.0
8,3,637.0,283.0,79.0,42.0,1,1,1.0
9,1,209.0,252.3,92.0,39.099999999999966,1,1,1.0
9,2,0.0,370.0,68.0,53.0,1,1,1.0
9,3,623.0,286.0,80.0,42.0,1,1,1.0
10,1,209.0,252.3,92.0,39.19999999999999,1,1,1.0
10,2,0.0,374.0,44.0,49.0,1,1,1.0
10,3,607.0,288.0,84.0,42.0,1,1,1.0
11,1,209.0,252.3,92.0,39.19999999999999,1,1,1.0
11,2,0.0,380.0,19.0,41.0,1,1,1.0
11,3,591.0,290.0,85.0,43.0,1,1,1.0
12,1,209.0,252.4,92.0,39.20000000000002,1,1,1.0
12,3,576.0,292.0,88.0,43.0,1,1,0.0
13,1,209.0,252.4,92.0,39.20000000000002,1,1,1.0
13,3,559.0,294.0,89.0,41.0,1,1,0.0
14,1,209.0,252.4,92.0,39.29999999999998,1,1,1.0
14,3,543.0,296.0,90.0,42.0,1,1,0.0
15,1,209.0,252.5,92.0,39.19999999999999,1,1,1.0
15,3,526.0,299.0,92.0,42.0,1,1,0.0
16,1,209.0,252.5,92.0,39.30000000000001,1,1,1.0
16,3,509.0,301.0,92.0,44.0,1,1,0.0
17,1,209.0,252.5,92.0,39.30000000000001,1,1,1.0
17,3,493.0,304.0,94.0,45.0,1,1,0.0
18,1,209.0,252.6,92.0,39.29999999999998,1,1,1.0
18,3,476.0,306.0,95.0,46.0,1,1,0.0
19,1,209.0,252.6,92.0,39.29999999999998,1,1,1.0
19,3,460.0,308.0,94.0,47.0,1,1,0.0
20,1,209.0,252.6,92.0,39.400000000000006,1,1,1.0
20,3,442.0,311.0,97.0,47.0,1,1,0.0
21,1,209.0,252.7,92.0,39.30000000000001,1,1,1.0
21,3,425.0,313.0,100.0,49.0,1,1,1.0
22,1,209.0,252.7,92.0,39.400000000000034,1,1,1.0
22,3,408.0,316.0,101.0,49.0,1,1,1.0
23,1,209.0,252.7,92.0,39.400000000000034,1,1,1.0
23,3,389.0,319.0,102.0,50.0,1,1,1.0
24,1,209.0,252.8,92.0,39.39999999999998,1,1,1.0
24,3,371.0,322.0,104.0,51.0,1,1,1.0
25,1,209.0,252.8,92.0,39.39999999999998,1,1,1.0
25,3,352.0,325.0,103.0,52.0,1,1,1.0
26,1,209.0,252.8,92.0,39.5,1,1,1.0
26,3,332.0,328.0,106.0,53.0,1,1,1.0
27,1,209.0,252.9,92.0,39.400000000000006,1,1,1.0
27,3,313.0,331.0,107.0,54.0,1,1,1.0
28,1,209.0,252.9,92.0,39.49999999999997,1,1,1.0
28,3,292.0,334.0,110.0,55.0,1,1,1.0
29,1,209.0,252.9,92.0,39.49999999999997,1,1,1.0
29,3,272.0,338.0,112.0,56.0,1,1,1.0
30,1,209.0,253.0,92.0,39.5,1,1,1.0
30,3,251.0,341.0,113.0,58.0,1,1,1.0
31,1,209.0,253.0,92.0,39.5,1,1,1.0
31,3,225.0,345.0,120.0,59.0,1,1,1.0
32,1,209.0,253.1,92.0,39.50000000000003,1,1,1.0
32,3,202.0,349.0,124.0,60.0,1,1,1.0
33,1,209.0,253.1,92.0,39.50000000000003,1,1,1.0
33,3,177.0,353.0,130.0,61.0,1,1,1.0
34,1,209.0,253.1,92.0,39.599999999999994,1,1,1.0
34,3,151.0,357.0,136.0,63.0,1,1,1.0
35,1,209.0,253.2,92.0,39.5,1,1,1.0
35,3,127.0,361.0,140.0,64.0,1,1,1.0
36,1,209.0,253.2,92.0,39.60000000000002,1,1,1.0
36,3,101.0,365.0,142.0,66.0,1,1,1.0
37,1,209.0,253.2,92.0,39.60000000000002,1,1,1.0
37,3,75.0,369.0,147.0,68.0,1,1,1.0
38,1,209.0,253.3,92.0,39.599999999999966,1,1,1.0
38,3,48.0,374.0,150.0,69.0,1,1,1.0
39,1,209.0,253.3,92.0,39.599999999999966,1,1,1.0
39,3,19.0,378.0,156.0,71.0,1,1,1.0
40,1,209.0,253.3,92.0,39.69999999999999,1,1,1.0
40,3,0.0,383.0,150.0,72.0,1,1,1.0
41,1,209.0,253.4,92.0,39.599999999999994,1,1,1.0
41,3,0.0,389.0,126.0,72.0,1,1,1.0
42,1,209.0,253.4,92.0,39.70000000000002,1,1,1.0
42,3,0.0,393.0,101.0,70.0,1,1,1.0
43,1,209.0,253.4,92.0,39.70000000000002,1,1,1.0
43,3,0.0,398.0,75.0,65.0,1,1,1.0
44,1,209.0,253.5,92.0,39.69999999999999,1,1,1.0
44,3,0.0,409.0,47.0,55.0,1,1,1.0
45,1,209.0,253.5,92.0,39.69999999999999,1,1,1.0
45,3,0.0,422.0,20.0,37.0,1,1,1.0
46,1,209.0,253.5,92.0,39.80000000000001,1,1,1.0
47,1,209.0,253.6,92.0,39.70000000000002,1,1,1.0
48,1,209.0,253.6,92.0,39.79999999999998,1,1,1.0
49,1,209.0,253.6,92.0,39.79999999999998,1,1,1.0
50,1,209.0,253.7,92.0,39.80000000000001,1,1,1.0
51,1,209.0,253.7,92.0,39.80000000000001,1,1,1.0
51,4,958.0,232.0,2.0,48.0,1,1,1.0
52,1,209.0,253.7,92.0,39.900000000000034,1,1,1.0
52,4,952.0,225.8,8.0,54.0,1,1,1.0
53,1,209.0,253.8,92.0,39.80000000000001,1,1,1.0
53,4,947.0,225.9,13.0,55.99999999999997,1,1,1.0
54,1,209.0,253.8,92.0,39.89999999999998,1,1,1.0
54,4,942.0,226.0,18.0,58.0,1,1,1.0
55,1,209.0,253.8,92.0,39.89999999999998,1,1,1.0
55,4,937.0,226.1,23.0,60.00000000000003,1,1,1.0
56,1,209.0,253.9,92.0,39.900000000000006,1,1,1.0
56,4,931.4,226.5,28.600000000000023,61.39999999999998,1,1,1.0
57,1,209.0,253.9,92.0,39.900000000000006,1,1,1.0
57,4,925.8,226.9,34.200000000000045,62.79999999999998,1,1,1.0
58,1,209.0,253.9,92.0,39.99999999999997,1,1,1.0
58,4,920.2,227.2,39.799999999999955,64.19999999999999,1,1,1.0
59,1,209.0,254.0,92.0,39.89999999999998,1,1,1.0
59,4,914.6,227.6,45.39999999999998,65.6,1,1,1.0
60,1,209.0,254.0,92.0,40.0,1,1,1.0
60,4,909.0,228.0,51.0,67.0,1,1,1.0
61,1,209.0,254.0,92.0,40.0,1,1,1.0
61,4,903.0,228.8,57.0,67.69999999999999,1,1,1.0
62,1,209.0,254.0,92.0,40.0,1,1,1.0
62,4,897.0,229.6,63.0,68.4,1,1,1.0
63,1,209.0,254.0,92.0,40.0,1,1,1.0
63,4,891.0,230.4,69.0,69.1,1,1,1.0
64,1,209.0,254.0,92.0,40.0,1,1,1.0
64,4,885.0,231.2,75.0,69.80000000000001,1,1,1.0
65,1,209.0,254.0,92.0,40.0,1,1,1.0
65,4,879.0,232.0,81.0,70.5,1,1,1.0
66,1,209.0,254.0,92.0,40.0,1,1,1.0
66,4,872.4,232.6,87.60000000000002,71.6,1,1,1.0
67,1,209.0,254.0,92.0,40.0,1,1,1.0
67,4,865.8,233.2,94.20000000000005,72.69999999999999,1,1,1.0
68,1,209.0,254.0,92.0,40.0,1,1,1.0
68,4,859.2,233.8,100.79999999999995,73.80000000000001,1,1,1.0
69,1,209.0,254.0,92.0,40.0,1,1,1.0
69,4,852.6,234.4,107.39999999999998,74.9,1,1,1.0
70,1,209.0,254.0,92.0,40.0,1,1,1.0
70,4,846.0,235.0,114.0,76.0,1,1,1.0
71,1,209.0,254.0,92.0,40.0,1,1,1.0
71,4,839.0,235.2,120.20000000000005,77.5,1,1,1.0
72,1,209.0,254.0,92.0,40.0,1,1,1.0
72,4,832.0,235.4,126.39999999999998,78.99999999999997,1,1,1.0
73,1,209.0,254.0,92.0,40.0,1,1,1.0
73,4,825.0,235.6,132.60000000000002,80.50000000000003,1,1,1.0
73,5,826.0,265.0,6.0,20.0,1,1,0.0
74,1,209.0,254.0,92.0,40.0,1,1,1.0
74,4,818.0,235.8,138.79999999999995,82.0,1,1,1.0
74,5,813.6,265.1,9.399999999999977,20.899999999999977,1,1,0.0
75,1,209.0,254.0,92.0,40.0,1,1,1.0
75,4,811.0,236.0,145.0,83.5,1,1,1.0
75,5,803.1,265.3,11.899999999999977,20.69999999999999,1,1,0.0
76,1,209.0,254.0,92.0,40.0,1,1,1.0
76,4,803.8,236.2,151.4000000000001,85.0,1,1,1.0
76,5,795.7,265.4,14.299999999999955,21.600000000000023,1,1,0.0
77,1,209.0,254.0,92.0,40.0,1,1,1.0
77,4,796.6,236.4,157.79999999999995,86.49999999999997,1,1,1.0
77,5,788.3,264.6,16.700000000000045,22.399999999999977,1,1,0.0
78,1,209.0,254.0,92.0,40.0,1,1,1.0
78,4,789.4,236.6,164.20000000000005,88.00000000000003,1,1,1.0
78,5,779.9,264.7,17.100000000000023,23.30000000000001,1,1,0.0
79,1,209.0,254.0,92.0,40.0,1,1,1.0
79,4,782.2,236.8,170.5999999999999,89.5,1,1,1.0
79,5,769.4,265.9,20.600000000000023,22.100000000000023,1,1,0.0
80,1,209.0,254.0,92.0,40.0,1,1,1.0
80,4,775.0,237.0,177.0,91.0,1,1,1.0
80,5,760.0,267.0,25.0,22.0,1,1,0.0
81,1,209.0,254.0,92.0,40.0,1,1,1.0
81,4,766.0,237.8,179.60000000000002,92.39999999999998,1,1,1.0
81,5,750.3,266.4,26.200000000000045,23.400000000000034,1,1,0.0
82,1,209.0,254.0,92.0,40.0,1,1,1.0
82,4,757.0,238.6,182.20000000000005,93.79999999999998,1,1,1.0
82,5,740.6,266.8,28.399999999999977,23.80000000000001,1,1,0.0
83,1,209.0,254.0,92.0,40.0,1,1,1.0
83,4,748.0,239.4,184.79999999999995,95.20000000000002,1,1,1.0
83,5,729.9,266.2,30.600000000000023,24.19999999999999,1,1,0.0
84,1,209.0,254.0,92.0,40.0,1,1,1.0
84,4,739.0,240.2,187.39999999999998,96.60000000000002,1,1,1.0
84,5,719.2,266.6,32.799999999999955,24.599999999999966,1,1,0.0
85,1,209.0,254.0,92.0,40.0,1,1,1.0
85,4,730.0,241.0,190.0,98.0,1,1,1.0
85,5,708.5,267.0,38.5,25.0,1,1,0.0
86,1,209.0,254.0,92.0,40.0,1,1,1.0
86,4,720.4,241.8,193.60000000000002,99.59999999999997,1,1,1.0
86,5,698.8,266.4,40.80000000000007,26.400000000000034,1,1,0.0
87,1,209.0,254.0,92.0,40.0,1,1,1.0
87,4,710.8,242.6,197.20000000000005,101.20000000000002,1,1,1.0
87,5,688.1,266.8,44.10000000000002,26.80000000000001,1,1,0.0
88,1,209.0,254.0,92.0,40.0,1,1,1.0
88,4,701.2,243.4,200.79999999999995,102.79999999999998,1,1,1.0
88,5,677.4,266.2,47.39999999999998,28.19999999999999,1,1,0.0
89,1,209.0,254.0,92.0,40.0,1,1,1.0
89,4,691.6,244.2,204.39999999999998,104.40000000000003,1,1,1.0
89,5,665.7,266.6,51.69999999999993,28.599999999999966,1,1,0.0
90,1,209.0,254.0,92.0,40.0,1,1,1.0
90,4,682.0,245.0,208.0,106.0,1,1,1.0
90,5,654.0,267.0,56.0,28.0,1,1,0.0
91,1,209.0,254.1,92.0,39.900000000000006,1,1,1.0
91,4,669.7,245.6,212.69999999999993,107.79999999999998,1,1,1.0
91,5,642.0,266.8,59.200000000000045,28.80000000000001,1,1,0.0
92,1,209.0,254.1,92.0,40.00000000000003,1,1,1.0
92,4,657.4,246.2,217.39999999999998,109.60000000000002,1,1,1.0
92,5,630.0,267.6,62.39999999999998,28.599999999999966,1,1,0.0
93,1,209.0,254.2,92.0,39.900000000000034,1,1,1.0
93,4,645.1,246.8,222.10000000000002,111.39999999999998,1,1,1.0
93,5,618.0,267.4,65.60000000000002,30.400000000000034,1,1,0.0
94,1,209.0,254.3,92.0,39.80000000000001,1,1,1.0
94,4,632.8,247.4,226.80000000000007,113.20000000000002,1,1,1.0
94,5,605.0,268.2,69.79999999999995,30.19999999999999,1,1,0.0
95,1,209.0,254.3,92.0,39.89999999999998,1,1,1.0
95,4,620.5,248.0,231.5,115.0,1,1,1.0
95,5,593.0,268.0,73.0,31.0,1,1,0.0
96,1,209.0,254.4,92.0,39.79999999999998,1,1,1.0
96,4,608.2,248.6,236.5999999999999,116.79999999999998,1,1,1.0
96,5,581.0,268.8,74.0,30.80000000000001,1,1,0.0
96,6,816.0,249.0,44.0,28.0,1,1,0.0
97,1,209.0,254.5,92.0,39.69999999999999,1,1,1.0
97,4,595.9,249.2,241.70000000000005,118.60000000000002,1,1,1.0
97,5,567.0,268.6,77.0,31.599999999999966,1,1,0.0
97,6,803.0,249.2,46.0,25.80000000000001,1,1,0.0
98,1,209.0,254.5,92.0,39.80000000000001,1,1,1.0
98,4,583.6,249.8,246.79999999999995,120.39999999999998,1,1,0.0
98,5,554.0,269.4,79.0,31.400000000000034,1,1,0.0
98,6,789.0,249.5,49.0,23.5,1,1,0.0
99,1,209.0,254.6,92.0,39.70000000000002,1,1,1.0
99,4,571.3,250.4,251.9000000000001,122.20000000000002,1,1,0.0
99,5,541.0,270.2,81.0,31.19999999999999,1,1,0.0
99,6,775.0,249.8,52.0,21.19999999999999,1,1,0.0
100,1,209.0,254.7,92.0,39.60000000000002,1,1,1.0
100,4,559.0,251.0,257.0,124.0,1,1,0.0
100,5,527.0,270.0,84.0,32.0,1,1,0.0
100,6,757.0,250.0,59.0,19.0,1,1,0.0
101,1,209.0,254.7,92.0,39.69999999999999,1,1,1.0
101,4,546.0,253.6,260.0,125.6,1,1,0.0
101,5,514.0,270.9,84.79999999999995,32.5,1,1,0.0
101,6,744.0,250.4,61.0,16.599999999999994,1,1,0.0
102,1,209.0,254.8,92.0,39.599999999999966,1,1,1.0
102,4,533.0,256.2,263.0,127.19999999999999,1,1,0.0
102,5,500.0,270.8,86.60000000000002,34.0,1,1,0.0
102,6,732.0,250.8,63.0,15.199999999999989,1,1,0.0
103,1,209.0,254.9,92.0,39.49999999999997,1,1,1.0
103,4,520.0,258.8,266.0,128.8,1,1,0.0
103,5,486.0,271.7,88.39999999999998,34.5,1,1,0.0
103,6,711.0,251.2,72.0,11.400000000000034,1,1,0.0
103,7,958.0,240.0,2.0,24.0,1,1,1.0
104,1,209.0,254.9,92.0,39.599999999999994,1,1,0.0
104,4,507.0,261.4,269.0,130.40000000000003,1,1,0.0
104,5,472.0,271.6,90.20000000000005,36.0,1,1,0.0
104,6,697.0,251.6,77.0,13.200000000000017,1,1,0.0
104,7,953.0,219.0,7.0,46.0,1,1,1.0
105,1,209.0,255.0,92.0,39.5,1,1,0.0
105,4,494.0,264.0,272.0,132.0,1,1,0.0
105,5,458.0,272.5,92.0,36.5,1,1,0.0
105,6,682.0,252.0,83.0,15.0,1,1,0.0
105,7,949.0,217.0,11.0,50.0,1,1,1.0
106,1,209.0,255.1,92.0,39.400000000000006,1,1,0.0
106,4,477.6,265.8,279.19999999999993,134.59999999999997,1,1,0.0
106,5,444.0,272.4,95.0,38.0,1,1,0.0
106,6,670.0,252.8,84.79999999999995,17.399999999999977,1,1,0.0
106,7,945.0,217.0,15.0,50.0,1,1,1.0
107,1,209.0,255.1,92.0,39.50000000000003,1,1,0.0
107,4,461.2,267.6,286.40000000000003,137.2,1,1,0.0
107,5,430.0,273.3,98.0,38.5,1,1,0.0
107,6,655.0,253.6,89.60000000000002,19.799999999999983,1,1,0.0
107,7,940.2,217.2,19.799999999999955,50.60000000000002,1,1,1.0
108,1,209.0,255.2,92.0,39.400000000000034,1,1,0.0
108,4,444.8,269.4,293.59999999999997,139.8,1,1,0.0
108,5,416.0,274.2,101.0,39.0,1,1,0.0
108,6,640.0,254.4,94.39999999999998,22.200000000000017,1,1,0.0
108,7,935.5,217.5,24.5,51.0,1,1,1.0
